상가업소번호,가게명,키워드,갯수
MA010120220814100801,커피크레페본점,귀엽다 맛있다,39
MA010120220814100801,커피크레페본점,크레페 맛있다,19
MA010120220814100801,커피크레페본점,맛있게 먹다,16
MA010120220814100801,커피크레페본점,친절한 사장님,14
MA0101202301A0105088,백소정 신촌점,매장 넓다,15
MA0101202301A0105088,백소정 신촌점,백소정,15
MA0101202301A0105088,백소정 신촌점,깔끔한 매장,13
MA0101202301A0105088,백소정 신촌점,음식 맛있다,13
MA0101202301A0105088,백소정 신촌점,맛있다 매장,12
MA0101202301A0105088,백소정 신촌점,새롭다 생기다,11
MA0101202301A0105088,백소정 신촌점,맛있게 먹다,10
MA0101202301A0105088,백소정 신촌점,깔끔하다 맛있다,8
MA0101202212A0005803,룸의정석 신촌점,룸의 정석,17
MA0101202212A0005803,룸의정석 신촌점,안주 맛있다,13
MA0101202212A0005803,룸의정석 신촌점,분위기 좋다,10
MA0101202212A0005803,룸의정석 신촌점,놀다 가다,9
MA0101202212A0005803,룸의정석 신촌점,재밌게 놀다,9
MA0101202212A0005803,룸의정석 신촌점,친구 끼리,7
MA0101202211A0090992,대끼리돈까스,맛있게 먹다,23
MA0101202211A0090992,대끼리돈까스,고기 부드럽다,17
MA0101202211A0090992,대끼리돈까스,튀김 옷,17
MA0101202211A0090992,대끼리돈까스,친절한 사장님,14
MA0101202211A0090992,대끼리돈까스,고기 부드럽다,9
MA0101202211A0090992,대끼리돈까스,맛있다 소스,8
MA010120220812266399,천궁전마라탕,맛있게 먹다,7
MA010120220812266399,천궁전마라탕,깔끔한 매장,5
MA010120220812266399,천궁전마라탕,마라탕 먹다,5
MA010120220812266399,천궁전마라탕,양도 많다,5
MA010120220812266399,천궁전마라탕,마라탕 맛있다,4
MA010120220812266399,천궁전마라탕,맛있다 친절하다,4
MA010120220812266399,천궁전마라탕,친절한 사장님,4
MA010120220812266399,천궁전마라탕,항상 맛있다,4
MA0101202212A0049657,카린지린가네스낵바 신촌점,맛있게 먹다,13
MA0101202212A0049657,카린지린가네스낵바 신촌점,음식 맛있다,8
