상가업소번호,가게명,업종,점수,리뷰증가율,재방문,좋아요,찜,주소,행정동,위도,경도,긍정 리뷰 비율
MA010120220800603549,소신이쏘 신촌본점,한식,4.1,-0.36,4.0,243,6424,서울특별시 서대문구 연세로5가길 19,신촌동,37.55719,126.935538,94.0
MA010120220800593154,파이홀,카페,4.2,-0.67,0.0,79,4772,서울특별시 서대문구 연세로5나길 20,신촌동,37.557046,126.935056,100.0
MA010120220810016763,담산신촌본점,한식,4.4,0.0,0.0,80,1889,서울특별시 서대문구 연세로5다길 5,신촌동,37.556221,126.935029,100.0
MA010120220805443355,호밀밭,카페,4.2,2.0,0.0,141,4364,서울특별시 서대문구 신촌역로 43,신촌동,37.55895,126.940636,100.0
MA010120220814145908,마더린러 베이글,카페,4.2,-0.06,26.02,210,0,서울특별시 서대문구 이화여대5길 5,신촌동,37.55832,126.945374,99.2
MA010120220800589616,고냉지,한식,4.0,-0.12,17.24,140,2397,서울특별시 서대문구 연세로2마길 30,신촌동,37.558513,126.94222,100.0
MA010120220800596371,고삼이 신촌점,한식,4.2,-0.33,4.55,158,4359,서울특별시 서대문구 연세로7안길 38,신촌동,37.558316,126.934713,100.0
MA010120220804171594,waffle it up,카페,4.2,-0.36,6.25,79,2857,서울특별시 서대문구 이화여대3길 42-19,신촌동,37.558251,126.943347,100.0
MA010120220812612096,위샐러듀이대점,카페,4.3,-0.5,0.0,70,0,서울특별시 서대문구 이화여대길 52-31,신촌동,37.559439,126.944725,100.0
MA010120220803188921,소바연구소,일식,3.8,-0.26,12.73,14,118,서울특별시 서대문구 명물길 50-9,신촌동,37.55875,126.939444,94.5
MA010120220800846433,한림돈가 본점,한식,4.2,-0.27,0.0,98,4642,서울특별시 서대문구 연세로7안길 16-4,신촌동,37.558266,126.936057,84.2
MA010120220811490894,유닭스토리닭한마리신촌점,한식,4.2,0.0,0.0,119,503,서울특별시 서대문구 연세로4길 7,신촌동,37.557082,126.937375,100.0
MA010120220803007817,꼬숑돈까스,서양식,3.9,1.0,0.0,7,399,서울특별시 서대문구 명물1길 2,신촌동,37.558049,126.937338,100.0
MA010120220812201759,금별맥주 신촌점,주점,4.0,-0.45,0.0,11,452,서울특별시 서대문구 연세로11길 14,신촌동,37.559079,126.936021,90.5
MA010120220809871590,맘맘테이블,동남아시아,4.4,-0.07,21.15,29,3342,서울특별시 서대문구 연세로4길 33,신촌동,37.557776,126.938408,100.0
MA010120220812334008,효동각 본점,중식,4.4,-0.28,23.08,120,0,서울특별시 서대문구 연대동문길 24,신촌동,37.56351,126.943659,100.0
MA010120220801217659,미스터서왕만두,분식,4.3,-0.2,25.71,282,0,서울특별시 서대문구 신촌역로 16,신촌동,37.558062,126.943176,100.0
MA010120220800593122,스탠바이키친,패스트푸드,4.7,0.0,0.0,30,0,서울특별시 서대문구 연대동문길 49,신촌동,37.564585,126.94462,0.0
MA010120220800766784,그릭데이이대본점,카페,4.2,2.0,0.0,40,3486,서울특별시 서대문구 신촌역로 22-8,신촌동,37.55885,126.943357,100.0
MA010120220800203000,타코몽,일식,4.1,-0.36,12.5,49,2591,서울특별시 서대문구 신촌로 49,신촌동,37.557041,126.932083,93.8
MA010120220814190705,방콕익스프레스 신촌본점,서양식,4.0,-0.22,22.0,353,4408,서울특별시 서대문구 연세로2길 91,신촌동,37.5572,126.941865,98.0
MA010120220800625120,부탄츄 신촌점,일식,3.8,-0.19,20.34,307,4948,서울특별시 서대문구 연세로5길 26-9,신촌동,37.556681,126.935082,94.9
MA010120220800595998,설레임삼겹살,한식,3.6,-0.03,10.0,122,136,서울특별시 서대문구 연세로5가길 31,신촌동,37.557184,126.934896,100.0
MA010120220809300214,키친봄날,카페,4.1,0.0,0.0,18,324,서울특별시 서대문구 신촌로11길 62,신촌동,37.558958,126.934439,0.0
MA010120220814078162,호복,중식,4.3,-0.65,27.27,4,0,서울특별시 서대문구 명물길 16,신촌동,37.557591,126.937792,100.0
MA010120220812685758,부엉이돈가스 신촌점,서양식,4.0,-0.35,0.0,273,0,서울특별시 서대문구 연세로4길 62,신촌동,37.5585,126.939757,88.2
MA010120220800558222,파티오,카페,4.3,0.27,14.29,3,409,서울특별시 서대문구 연세로5다길 28,신촌동,37.5568,126.933986,100.0
MA010120220810815413,코지라운지,주점,5.0,0.12,0.0,10,0,서울특별시 서대문구 연세로7안길 10-5,신촌동,37.558355,126.936208,100.0
MA010120220805346423,란주탕슉,중식,3.9,-0.48,3.03,151,0,서울특별시 서대문구 이화여대2가길 18,신촌동,37.558165,126.946289,97.0
MA010120220808203278,비아 메렝게,동남아시아,4.4,-0.56,25.0,21,3843,서울특별시 서대문구 명물길 27-18,신촌동,37.558646,126.938122,83.3
MA010120220811498089,유야케도쿄,일식,4.4,-0.48,36.36,14,0,서울특별시 서대문구 이화여대3길 28,신촌동,37.558113,126.944097,100.0
MA010120220806996315,원즈오운,카페,4.6,-0.36,37.5,3,0,서울특별시 서대문구 이화여대길 20,신촌동,37.557763,126.946071,93.8
MA010120220800584405,구복,중식,3.7,-0.09,0.0,207,2213,서울특별시 서대문구 연세로4길 26,신촌동,37.557397,126.938275,100.0
MA010120220807042844,신촌수제비,한식,3.6,-0.5,0.0,145,369,서울특별시 서대문구 신촌로 87-8,신촌동,37.555886,126.936321,100.0
MA010120220813677380,고래파스타,서양식,4.2,-0.2,0.0,18,925,서울특별시 서대문구 연세로7안길 10-3,신촌동,37.558271,126.936202,100.0
MA010120220811902552,공복식당,한식,4.2,0.33,8.33,98,2925,서울특별시 서대문구 연세로12길 23,신촌동,37.559092,126.938331,100.0
MA010120220808189158,에이투지 카페,카페,4.0,0.06,11.76,68,1306,서울특별시 서대문구 연세로4길 29,신촌동,37.557698,126.938314,100.0
MA010120220814081753,야바이,주점,3.9,0.0,0.0,312,5880,서울특별시 서대문구 연세로7안길 37,신촌동,37.558111,126.934628,100.0
MA010120220803930832,머노까머나 신촌점,동남아시아,3.6,0.66,5.68,67,517,서울특별시 서대문구 연세로11길 13,신촌동,37.558838,126.93603,100.0
MA010120220806360533,소담식당,한식,4.2,-0.5,18.18,9,1570,서울특별시 서대문구 연세로4길 21,신촌동,37.557419,126.937946,100.0
MA010120220813385141,클로리스 신촌본점,카페,3.8,0.07,14.29,156,2987,서울특별시 서대문구 연세로4길 38,신촌동,37.557744,126.938767,95.9
MA010120220802926374,카우떡볶이,분식,4.6,0.05,39.02,13,0,서울특별시 서대문구 이화여대길 88-21,신촌동,37.559582,126.943942,100.0
MA010120220809302952,비밀,카페,4.1,-0.67,0.0,313,1525,서울특별시 서대문구 이화여대7길 48,신촌동,37.558571,126.943132,100.0
MA010120220807064233,카츠업,동남아시아,4.1,-0.5,0.0,6,18,서울특별시 서대문구 연세로5길 32,신촌동,37.556367,126.935366,100.0
MA010120220810457040,대포찜닭,한식,3.8,1.0,0.0,255,2379,서울특별시 서대문구 연세로 27-1,신촌동,37.558103,126.936668,100.0
MA010120220800600646,길상양꼬치,중식,4.4,0.11,20.0,1,1576,서울특별시 서대문구 연세로5가길 17,신촌동,37.557181,126.935634,100.0
MA010120220800595698,여우골초밥 신촌점,일식,3.8,0.06,10.81,45,2529,서울특별시 서대문구 연세로5다길 10,신촌동,37.556513,126.934989,100.0
MA010120220800626412,고르드,카페,3.6,-0.22,19.75,144,1160,서울특별시 서대문구 명물길 42,신촌동,37.558491,126.938945,97.5
MA010120220812333801,타코로코,서양식,4.1,0.17,0.0,46,5227,서울특별시 서대문구 연세로7안길 37,신촌동,37.558111,126.934628,96.3
MA010120220800600809,솔리드웍스 아이스크림,카페,4.4,-0.06,0.0,33,1540,서울특별시 서대문구 이화여대길 88-3,신촌동,37.559275,126.943489,93.3
MA010120220803097672,파파노다이닝,일식,3.5,-0.17,25.0,253,0,서울특별시 서대문구 이화여대길 88-14,신촌동,37.559417,126.944122,100.0
MA010120220800558973,구이마을,한식,4.5,-0.53,22.22,10,0,서울특별시 서대문구 연세로5가길 32,신촌동,37.557395,126.934896,100.0
MA010120220810165660,육회본가 신촌점,한식,4.4,-0.27,37.5,3,649,서울특별시 서대문구 연세로9길 23,신촌동,37.558471,126.935517,100.0
MA010120220800558226,벽제갈비 신촌점,한식,4.2,-0.4,33.33,9,869,서울특별시 서대문구 명물길 22,신촌동,37.557758,126.938054,33.3
MA010120220813594090,낙원스낵 신촌점,패스트푸드,4.5,0.0,0.0,10,0,서울특별시 서대문구 연세로5가길 17,신촌동,37.557181,126.935634,0.0
MA010120220813038140,초코블로썸,카페,4.3,0.0,23.08,47,3456,서울특별시 서대문구 명물길 50-4,신촌동,37.558555,126.939181,100.0
MA010120220802929122,오리지날 이대본점,한식,4.4,-0.25,0.0,2,408,서울특별시 서대문구 이화여대길 88-9,신촌동,37.559341,126.943603,93.3
MA010120220813493798,옥루몽 신촌본점,카페,4.4,-0.15,41.18,10,0,서울특별시 서대문구 연대동문길 18,신촌동,37.563358,126.943572,100.0
MA010120220807717289,매거진 스탠딩,주점,4.4,-0.14,4.17,12,0,서울특별시 서대문구 연세로7길 34-6,신촌동,37.557942,126.935054,100.0
MA010120220800576001,맨도롱 식당,한식,3.6,0.42,35.29,110,182,서울특별시 서대문구 연세로5가길 8-3,신촌동,37.557481,126.936148,88.2
MA010120220807413424,영미김밥,한식,4.6,-0.35,53.09,2,1758,서울특별시 서대문구 신촌역로 21,신촌동,37.558629,126.942474,97.5
MA010120220809620673,보승회관 서울신촌점,한식,3.6,-0.02,20.65,12,48,서울특별시 서대문구 연세로5길 26,신촌동,37.556573,126.935428,94.6
MA010120220800558047,신촌고기창고,한식,3.8,-0.13,15.38,153,295,서울특별시 서대문구 연세로7길 34-4,신촌동,37.557861,126.935055,100.0
MA010120220814279612,기꾸스시,일식,3.9,-0.3,2.08,215,1101,서울특별시 서대문구 연세로5길 26-17,신촌동,37.55682,126.934785,91.7
MA010120220813450473,신촌부추곱창,한식,4.0,0.0,0.0,197,372,서울특별시 서대문구 연세로7안길 50,신촌동,37.558523,126.934215,0.0
MA010120220805648394,라구식당,서양식,4.1,-0.15,6.67,253,5601,서울특별시 서대문구 연세로 42-24,신촌동,37.559247,126.938437,100.0
MA010120220803132740,청화원,중식,3.8,0.0,0.0,22,59,서울특별시 서대문구 명물길 10,신촌동,37.557419,126.937522,100.0
MA010120220808811263,신촌황소곱창,한식,3.8,1.0,0.0,167,4026,서울특별시 서대문구 연세로9길 31,신촌동,37.558458,126.935066,50.0
MA010120220800570371,티앙팡 오후의 홍차,카페,4.1,0.11,7.32,79,0,서울특별시 서대문구 이화여대길 34,신촌동,37.558454,126.945945,100.0
MA010120220800380246,보울룸 신촌점,서양식,4.4,0.62,30.77,4,384,서울특별시 서대문구 연세로 13,신촌동,37.556738,126.93656,100.0
MA010120220810398581,통큰갈비신촌본점,한식,4.0,-0.67,0.0,194,3723,서울 서대문구 연세로5다길 40,신촌동,37.557069,126.933425,100.0
MA010120220800580738,아마,동남아시아,3.8,0.46,2.44,114,750,서울특별시 서대문구 연세로7길 24,신촌동,37.55782,126.93544,100.0
MA010120220807144703,까이식당,패스트푸드,4.5,-0.12,26.67,71,0,서울특별시 서대문구 이화여대2가길 24,신촌동,37.558485,126.946252,100.0
MA010120220813986760,포티드,카페,3.8,-0.36,9.3,7,143,서울특별시 서대문구 명물길 36-3,신촌동,37.558185,126.938746,95.3
MA010120220805334818,식탁 하늬솔점,서양식,4.1,-0.18,34.78,27,0,서울특별시 서대문구 성산로 527,신촌동,37.563776,126.944091,100.0
MA010120220812191505,건륭산시도삭면 신촌본점,중식,4.1,-0.11,16.67,2,0,서울특별시 서대문구 명물길 33,신촌동,37.558403,126.938229,100.0
MA010120220813916613,김삼보김치찌개 신촌점,한식,4.4,-0.16,18.37,2,123,서울특별시 서대문구 명물길 62,신촌동,37.558662,126.939756,100.0
MA010120220805468753,모미지식당,한식,4.4,-0.09,15.0,13,0,서울특별시 서대문구 이화여대7길 24,신촌동,37.558845,126.944282,90.0
MA010120220812834262,원앤온리커피,카페,4.5,0.0,0.0,4,0,서울특별시 서대문구 이화여대7길 31-4,신촌동,37.558527,126.943782,100.0
MA010120220800576684,죽해수산,서양식,4.2,0.57,0.0,68,0,서울특별시 서대문구 연세로5길 30,신촌동,37.556511,126.935314,100.0
3301,정육면체,중식,4.0,1.5,0.0,40,2087,서울특별시 서대문구 연세로5다길 22-8,신촌동,37.55684,126.93459,100.0
3305,또보겠지떡볶이집 신촌히어로점,한식,4.1,-0.25,16.07,101,1723,서울특별시 서대문구 연세로4길 19,신촌동,37.557386,126.937814,98.2
3329,아웃백스테이크하우스신촌점,서양식,3.8,0.0,0.0,8,60,서울특별시 서대문구 연세로12길 33,신촌동,37.55912,126.938863,0.0
MA010120220812530321,안테이쿠,일식,4.6,-0.39,0.0,0,343,서울특별시 서대문구 연세로11길 22,신촌동,37.559017,126.935629,100.0
MA010120220814208764,인생이막창이네,한식,4.4,-0.5,0.0,0,881,서울특별시 서대문구 연세로7안길 51,신촌동,37.55836,126.933982,100.0
MA010120220813330889,카라멘야,일식,4.3,0.5,0.0,0,1924,서울특별시 서대문구 연세로7안길 34-1,신촌동,37.558252,126.934854,100.0
MA010120220812350633,바코드,주점,4.3,4.0,0.0,0,1471,서울특별시 서대문구 연세로9길 26,신촌동,37.558605,126.935371,100.0
MA010120220800926252,아콘스톨,한식,4.3,-0.31,29.03,0,441,서울특별시 서대문구 신촌역로 17,신촌동,37.558295,126.942417,100.0
MA010120220800631742,송아저씨빈대떡,한식,4.3,0.0,0.0,0,766,서울특별시 서대문구 연세로7안길 29,신촌동,37.558059,126.935179,0.0
MA010120220804471322,진돈부리,일식,4.3,0.22,36.36,0,244,서울특별시 서대문구 신촌로 149,신촌동,37.556954,126.94246,100.0
MA010120220806371195,뉴타운,주점,4.2,0.17,28.57,0,1145,서울특별시 서대문구 연세로12길 27,신촌동,37.559106,126.938566,100.0
MA010120220804132369,탐복 현대백화점신촌점,한식,4.2,-0.5,12.5,0,254,서울특별시 서대문구 신촌로 83,신촌동,37.556083,126.935845,100.0
MA010120220800571802,가례원,카페,4.2,-0.5,0.0,0,114,서울특별시 서대문구 연세로5다길 12,신촌동,37.556547,126.934867,100.0
MA010120220800639432,아저씨네낙지찜,한식,4.2,-0.37,22.73,0,119,서울특별시 서대문구 연세로5다길 39,신촌동,37.556829,126.933373,100.0
MA010120220809231151,미도 매운향솥,중식,4.1,-0.72,0.0,0,433,서울특별시 서대문구 연세로11길 25,신촌동,37.558833,126.93541,100.0
MA010120220805280729,로실링,주점,4.1,0.0,0.0,0,1310,서울특별시 서대문구 연세로4길 26,신촌동,37.557397,126.938275,0.0
MA010120220800909832,대명꼬기,한식,4.1,0.0,0.0,0,153,서울특별시 서대문구 명물길 27-15,신촌동,37.558779,126.938067,100.0
MA010120220800578523,완차이,중식,4.0,1.07,12.9,0,4560,서울특별시 서대문구 명물길 50-7,신촌동,37.558728,126.939379,96.8
MA010120220800684345,타이완소야 신촌본점,중식,4.0,3.5,11.11,0,830,서울특별시 서대문구 연세로7길 27,신촌동,37.557561,126.935226,100.0
MA010120220812341635,신촌칼,서양식,4.0,-0.38,15.38,0,1046,서울특별시 서대문구 연세로4길 42-3,신촌동,37.557908,126.939091,100.0
MA010120220800602766,돈불1971,한식,4.0,-0.59,23.08,0,780,서울특별시 서대문구 연세로5다길 36,신촌동,37.556952,126.933654,100.0
