행정동,업종,키워드,갯수
신촌동,분식,맛있는,22
신촌동,분식,친절한,13
신촌동,분식,떡볶이,7
신촌동,분식,김밥,5
신촌동,분식,혼밥,4
신촌동,분식,군만두,2
신촌동,분식,가성비,2
신촌동,분식,건강한,2
신촌동,분식,볶음밥,2
신촌동,분식,깔끔한,2
신촌동,동남아시아,맛있는,13
신촌동,동남아시아,친절한,6
신촌동,동남아시아,쌀국수,5
신촌동,동남아시아,볶음밥,3
신촌동,동남아시아,비싼,3
신촌동,동남아시아,커리,3
신촌동,동남아시아,곱창 쌀국수,2
신촌동,동남아시아,혼밥,2
신촌동,동남아시아,서비스,2
신촌동,동남아시아,월남쌈,1
성수2가제3동,한식,맛있는,110
성수2가제3동,한식,친절한,45
성수2가제3동,한식,깔끔한,9
성수2가제3동,한식,가성비,9
성수2가제3동,한식,국물,8
성수2가제3동,한식,푸짐한,7
성수2가제3동,한식,칼국수,7
성수2가제3동,한식,점심,6
성수2가제3동,한식,서비스,5
성수2가제3동,한식,집밥,4
성수2가제3동,패스트푸드,맛있는,15
성수2가제3동,패스트푸드,친절한,7
성수2가제3동,패스트푸드,버거,6
성수2가제3동,패스트푸드,예쁜,3
성수2가제3동,패스트푸드,아쉬운,2
성수2가제3동,패스트푸드,소스,2
성수2가제3동,패스트푸드,패티,2
성수2가제3동,패스트푸드,포장,2
성수2가제3동,패스트푸드,햄버거,2
성수2가제3동,패스트푸드,응대,1
성수2가제3동,카페,맛있는,69
성수2가제3동,카페,친절한,40
성수2가제3동,카페,예쁜,19
성수2가제3동,카페,음료,14
성수2가제3동,카페,인테리어,14
성수2가제3동,카페,분위기,8
성수2가제3동,카페,귀여운,8
성수2가제3동,카페,가성비,8
성수2가제3동,카페,디저트,7
성수2가제3동,카페,크로플,3
성수2가제3동,중식,맛있는,18
성수2가제3동,중식,탕수육,12
성수2가제3동,중식,짬뽕,7
성수2가제3동,중식,친절한,5
성수2가제3동,중식,서비스,4
성수2가제3동,중식,양꼬치,2
성수2가제3동,중식,깔끔한,2
성수2가제3동,중식,가성비,2
성수2가제3동,중식,간짜장,2
성수2가제3동,중식,고량주,1
성수2가제3동,주점,맛있는,22
성수2가제3동,주점,친절한,14
성수2가제3동,주점,안주,12
성수2가제3동,주점,좋은 분위기,2
성수2가제3동,주점,다양한,6
성수2가제3동,주점,시끄러운,4
성수2가제3동,주점,가성비,4
성수2가제3동,주점,맥주,3
성수2가제3동,주점,사장님,3
성수2가제3동,주점,술,3
성수2가제3동,일식,맛있는,26
성수2가제3동,일식,친절한,14
성수2가제3동,일식,깔끔한,6
성수2가제3동,일식,소바,5
성수2가제3동,일식,초밥,5
성수2가제3동,일식,가성비,4
성수2가제3동,일식,점심,4
성수2가제3동,일식,라멘,3
성수2가제3동,일식,웨이팅,2
성수2가제3동,일식,하이볼,1
성수2가제3동,서양식,맛있는,17
성수2가제3동,서양식,친절한,11
성수2가제3동,서양식,파스타,7
성수2가제3동,서양식,분위기,6
성수2가제3동,서양식,예쁜,4
성수2가제3동,서양식,자리,3
성수2가제3동,서양식,와인,3
성수2가제3동,서양식,예약,3
성수2가제3동,서양식,설명,2
성수2가제3동,서양식,인테리어,2
성수2가제3동,분식,맛있는,9
성수2가제3동,분식,친절한,5
성수2가제3동,분식,김밥,4
성수2가제3동,분식,가성비,3
성수2가제3동,분식,떡볶이,3
성수2가제3동,분식,라면,2
성수2가제3동,분식,매장,2
성수2가제3동,분식,많은 양,1
성수2가제3동,분식,키토 김밥,1
성수2가제3동,분식,혼잡한,1
성수2가제3동,동남아시아,맛있는,7
성수2가제3동,동남아시아,친절한,5
성수2가제3동,동남아시아,쌀국수,5
성수2가제3동,동남아시아,점심,3
성수2가제3동,동남아시아,회사,1
성수2가제3동,동남아시아,리필,1
성수2가제3동,동남아시아,반미,1
성수2가제3동,동남아시아,깔끔한,1
성수2가제3동,동남아시아,육수,1
성수2가제3동,동남아시아,인테리어,1
성수2가제1동,한식,맛있는,53
성수2가제1동,한식,친절한,29
성수2가제1동,한식,가성비,11
성수2가제1동,한식,깔끔한,6
성수2가제1동,한식,반찬,5
성수2가제1동,한식,신선한,3
성수2가제1동,한식,곱창,3
성수2가제1동,한식,주문,4
성수2가제1동,한식,냉면,4
성수2가제1동,한식,저렴한,2
성수2가제1동,패스트푸드,맛있는,13
성수2가제1동,패스트푸드,피자,4
성수2가제1동,패스트푸드,친절한,4
성수2가제1동,패스트푸드,치킨,3
성수2가제1동,패스트푸드,버거,3
성수2가제1동,패스트푸드,매장,3
성수2가제1동,패스트푸드,바삭한,2
성수2가제1동,패스트푸드,배달,2
성수2가제1동,패스트푸드,포장,2
성수2가제1동,패스트푸드,패티,2
성수2가제1동,카페,맛있는,37
성수2가제1동,카페,친절한,20
성수2가제1동,카페,예쁜,10
성수2가제1동,카페,디저트,9
성수2가제1동,카페,음료,8
성수2가제1동,카페,빵,8
성수2가제1동,카페,인테리어,6
성수2가제1동,카페,넓은,6
성수2가제1동,카페,특별한,2
성수2가제1동,카페,선물,2
성수2가제1동,중식,맛있는,6
성수2가제1동,중식,짬뽕,4
성수2가제1동,중식,새우,2
성수2가제1동,중식,아쉬운,2
성수2가제1동,중식,탕수육,2
성수2가제1동,중식,튀김,1
성수2가제1동,중식,특이한,1
성수2가제1동,중식,딤섬,1
성수2가제1동,중식,짜장면,1
성수2가제1동,중식,국물,1
성수2가제1동,주점,맛있는,16
성수2가제1동,주점,친절한,10
성수2가제1동,주점,분위기,6
성수2가제1동,주점,안주,4
성수2가제1동,주점,와인,3
성수2가제1동,주점,다양한,3
성수2가제1동,주점,서비스,2
성수2가제1동,주점,인테리어,2
성수2가제1동,주점,칵테일,2
성수2가제1동,주점,특별한,1
성수2가제1동,일식,맛있는,8
성수2가제1동,일식,친절한,6
성수2가제1동,일식,깔끔한,2
성수2가제1동,일식,신선한,1
성수2가제1동,일식,저녁,1
성수2가제1동,일식,코스,1
성수2가제1동,일식,소바,1
성수2가제1동,일식,부모님,1
성수2가제1동,일식,가성비,1
성수2가제1동,일식,예약,1
성수2가제1동,서양식,맛있는,18
성수2가제1동,서양식,친절한,13
성수2가제1동,서양식,분위기,7
성수2가제1동,서양식,와인,5
성수2가제1동,서양식,파스타,4
성수2가제1동,서양식,인테리어,3
성수2가제1동,서양식,술,2
성수2가제1동,서양식,스테이크,2
성수2가제1동,서양식,치즈,2
성수2가제1동,서양식,친구,1
성수2가제1동,분식,맛있는,3
성수2가제1동,분식,많다,3
성수2가제1동,분식,돈까스,2
성수2가제1동,분식,친절한,1
성수2가제1동,분식,치즈,1
성수2가제1동,분식,추천,1
성수2가제1동,분식,찐빵,1
성수2가제1동,분식,불친절,1
성수2가제1동,분식,회사,1
성수2가제1동,분식,머리카락,1
성수2가제1동,동남아시아,맛있는,3
성수2가제1동,동남아시아,커리,1
성수2가제1동,동남아시아,친절한,1
성수2가제1동,동남아시아,인도,1
성수2가제1동,동남아시아,팟타이,1
성수2가제1동,동남아시아,예약,1
성수2가제1동,동남아시아,영어,1
성수2가제1동,동남아시아,똠양꿍,1
성수2가제1동,동남아시아,쌀국수,1
성수2가제1동,동남아시아,가성비,1
성수1가제2동,한식,맛있는,77
성수1가제2동,한식,친절한,29
성수1가제2동,한식,고기,23
성수1가제2동,한식,가성비,11
성수1가제2동,한식,깔끔한,11
성수1가제2동,한식,점심,8
성수1가제2동,한식,반찬,7
성수1가제2동,한식,갈비,6
성수1가제2동,한식,칼국수,5
성수1가제2동,한식,냉면,5
성수1가제2동,패스트푸드,맛있는,23
성수1가제2동,패스트푸드,친절한,11
성수1가제2동,패스트푸드,치킨,8
성수1가제2동,패스트푸드,피자,5
성수1가제2동,패스트푸드,가성비,4
성수1가제2동,패스트푸드,버거,3
성수1가제2동,패스트푸드,맥주,3
성수1가제2동,패스트푸드,분위기,3
성수1가제2동,패스트푸드,패티,3
성수1가제2동,패스트푸드,피크닉,3
성수1가제2동,카페,맛있는,97
성수1가제2동,카페,커피,59
성수1가제2동,카페,친절한,43
성수1가제2동,카페,예쁜,27
성수1가제2동,카페,분위기,24
성수1가제2동,카페,음료,21
성수1가제2동,카페,디저트,20
성수1가제2동,카페,인테리어,16
성수1가제2동,카페,크로플,5
성수1가제2동,카페,소금빵,4
성수1가제2동,중식,맛있는,9
성수1가제2동,중식,짬뽕,4
성수1가제2동,중식,친절한,4
성수1가제2동,중식,육즙,2
성수1가제2동,중식,만두,2
성수1가제2동,중식,훈둔면,1
성수1가제2동,중식,통통한,1
성수1가제2동,중식,점심,1
성수1가제2동,중식,저렴한,1
성수1가제2동,중식,남편,1
성수1가제2동,주점,맛있는,15
성수1가제2동,주점,분위기,12
성수1가제2동,주점,와인,7
성수1가제2동,주점,안주,5
성수1가제2동,주점,다양한,4
성수1가제2동,주점,친절한,4
성수1가제2동,주점,저녁,2
성수1가제2동,주점,예약,2
성수1가제2동,주점,간술,1
성수1가제2동,주점,루프탑,1
성수1가제2동,일식,맛있는,15
성수1가제2동,일식,친절한,6
성수1가제2동,일식,신선한,5
성수1가제2동,일식,깔끔한,5
성수1가제2동,일식,튀김,4
성수1가제2동,일식,가성비,3
성수1가제2동,일식,돈까스,3
성수1가제2동,일식,명란,2
성수1가제2동,일식,텐동,2
성수1가제2동,일식,소바,2
성수1가제2동,서양식,맛있는,26
성수1가제2동,서양식,친절한,18
성수1가제2동,서양식,파스타,10
성수1가제2동,서양식,분위기,7
성수1가제2동,서양식,와인,7
성수1가제2동,서양식,예약,5
성수1가제2동,서양식,스테이크,4
성수1가제2동,서양식,예쁜,3
성수1가제2동,서양식,인테리어,3
성수1가제2동,서양식,음악,2
성수1가제2동,분식,맛있는,9
성수1가제2동,분식,김밥,4
성수1가제2동,분식,떡볶이,4
성수1가제2동,분식,친절한,4
성수1가제2동,분식,간단한,2
성수1가제2동,분식,돈까스,2
성수1가제2동,분식,혼밥,1
성수1가제2동,분식,점심,1
성수1가제2동,분식,예약,1
성수1가제2동,분식,색다른,1
성수1가제2동,동남아시아,맛있는,8
성수1가제2동,동남아시아,친절한,7
성수1가제2동,동남아시아,쌀국수,6
성수1가제2동,동남아시아,국물,2
성수1가제2동,동남아시아,베트남,2
성수1가제2동,동남아시아,서비스,1
성수1가제2동,동남아시아,새우,1
성수1가제2동,동남아시아,분위기,1
성수1가제2동,동남아시아,향신료,1
성수1가제2동,동남아시아,깔끔한,1
성수1가제1동,한식,맛있는,15
성수1가제1동,한식,친절한,7
성수1가제1동,한식,가성비,3
성수1가제1동,한식,비싼,2
성수1가제1동,한식,서빙,2
성수1가제1동,한식,분위기,2
성수1가제1동,한식,깔끔한,2
성수1가제1동,한식,고기,2
성수1가제1동,한식,스타일,2
성수1가제1동,한식,프라이빗한,1
성수1가제1동,패스트푸드,맛있는,8
성수1가제1동,패스트푸드,배달,3
성수1가제1동,패스트푸드,친절한,3
성수1가제1동,패스트푸드,피자,2
성수1가제1동,패스트푸드,감자튀김,2
성수1가제1동,패스트푸드,빠른,2
성수1가제1동,패스트푸드,가성비,1
성수1가제1동,패스트푸드,맥주,1
성수1가제1동,패스트푸드,아이스크림,1
성수1가제1동,패스트푸드,주말,1
성수1가제1동,카페,맛있는,35
성수1가제1동,카페,친절한,23
성수1가제1동,카페,커피,20
성수1가제1동,카페,디저트,6
성수1가제1동,카페,분위기,4
성수1가제1동,카페,깔끔한,3
성수1가제1동,카페,넓은,3
성수1가제1동,카페,샌드위치,3
성수1가제1동,카페,쾌적한,3
성수1가제1동,카페,힐링,2
성수1가제1동,중식,맛있는,4
성수1가제1동,중식,친절한,3
성수1가제1동,중식,탕수육,2
성수1가제1동,중식,청결한,1
성수1가제1동,중식,짬뽕,1
성수1가제1동,중식,짜장면,1
성수1가제1동,중식,지인,1
성수1가제1동,중식,점심,1
성수1가제1동,중식,국물,1
성수1가제1동,중식,깔끔한,1
성수1가제1동,주점,맛있는,11
성수1가제1동,주점,분위기,6
성수1가제1동,주점,와인,5
성수1가제1동,주점,골뱅이,2
성수1가제1동,주점,맥주,2
성수1가제1동,주점,친절한,2
성수1가제1동,주점,예약,2
성수1가제1동,주점,서비스,1
성수1가제1동,주점,페어링,1
성수1가제1동,주점,퇴근길,1
성수1가제1동,일식,맛있는,10
성수1가제1동,일식,돈까스,4
성수1가제1동,일식,라멘,3
성수1가제1동,일식,부드러운,3
성수1가제1동,일식,친절한,3
성수1가제1동,일식,분위기,2
성수1가제1동,일식,사시미,2
성수1가제1동,일식,신선한,1
성수1가제1동,일식,접객,1
성수1가제1동,일식,정돈된,1
성수1가제1동,서양식,맛있는,11
성수1가제1동,서양식,친절한,7
성수1가제1동,서양식,파스타,4
성수1가제1동,서양식,분위기,3
성수1가제1동,서양식,인테리어,2
성수1가제1동,서양식,예쁜,2
성수1가제1동,서양식,야외,2
성수1가제1동,서양식,테라스,2
성수1가제1동,서양식,사진,2
성수1가제1동,서양식,창가,1
성수1가제1동,분식,맛있는,5
성수1가제1동,분식,김밥,4
성수1가제1동,분식,깔끔한,3
성수1가제1동,분식,떡볶이,3
성수1가제1동,분식,가성비,2
성수1가제1동,분식,예쁜,2
성수1가제1동,분식,국수,1
성수1가제1동,분식,비싼,1
성수1가제1동,분식,친절한,1
성수1가제1동,분식,피크닉,1
성수1가제1동,동남아시아,맛있는,5
성수1가제1동,동남아시아,친절한,3
성수1가제1동,동남아시아,쌀국수,2
성수1가제1동,동남아시아,서울숲,2
성수1가제1동,동남아시아,점심,2
성수1가제1동,동남아시아,팟타이,1
성수1가제1동,동남아시아,육수,1
성수1가제1동,동남아시아,넓은,1
성수1가제1동,동남아시아,얼큰한,1
성수1가제1동,동남아시아,매콤,1
삼청동,한식,맛있는,33
삼청동,한식,친절한,11
삼청동,한식,반찬,9
삼청동,한식,깔끔한,8
삼청동,한식,고기,5
삼청동,한식,정갈한,5
삼청동,한식,비싼,4
삼청동,한식,김치,4
삼청동,한식,부드러운,4
삼청동,한식,청와대,2
삼청동,패스트푸드,친절한,3
삼청동,패스트푸드,맛있는,3
삼청동,패스트푸드,특이한,1
삼청동,패스트푸드,튀김,1
삼청동,패스트푸드,깔끔한,1
삼청동,패스트푸드,치즈볼,1
삼청동,패스트푸드,컨셉,1
삼청동,패스트푸드,치킨,1
삼청동,패스트푸드,감자칩,1
삼청동,패스트푸드,소스,1
삼청동,카페,맛있는,43
삼청동,카페,커피,29
삼청동,카페,친절한,24
삼청동,카페,예쁜,19
삼청동,카페,분위기,18
삼청동,카페,인테리어,10
삼청동,카페,빙수,9
삼청동,카페,뷰,6
삼청동,카페,테라스,4
삼청동,카페,루프탑,2
삼청동,중식,맛있는,3
삼청동,중식,탕수육,2
삼청동,중식,코스,1
삼청동,중식,친절한,1
삼청동,중식,짬뽕,1
삼청동,중식,짜장면,1
삼청동,중식,예약,1
삼청동,중식,주말,1
삼청동,중식,비싼,1
삼청동,중식,부모님,1
삼청동,주점,분위기,3
삼청동,주점,맛있는,3
삼청동,주점,맥주,2
삼청동,주점,색다른,1
삼청동,주점,플레이팅,1
삼청동,주점,산만한,1
삼청동,주점,바,1
삼청동,주점,칵테일,1
삼청동,주점,재즈,1
삼청동,주점,와인,1
삼청동,일식,맛있는,2
삼청동,일식,차슈,1
삼청동,일식,인테리어,1
삼청동,일식,웨이팅,1
삼청동,일식,스시,1
삼청동,일식,점심,1
삼청동,일식,부드러운,1
삼청동,일식,라멘,1
삼청동,일식,따뜻한,1
삼청동,일식,분위기,1
삼청동,서양식,맛있는,12
삼청동,서양식,친절한,10
삼청동,서양식,파스타,7
삼청동,서양식,분위기,6
삼청동,서양식,피자,4
삼청동,서양식,스테이크,4
삼청동,서양식,웨이팅,3
삼청동,서양식,비싼,2
삼청동,서양식,코스,2
삼청동,서양식,와인,2
삼청동,분식,맛있는,3
삼청동,분식,김밥,2
삼청동,분식,친절한,2
삼청동,분식,건강한,1
삼청동,분식,피냉면,1
삼청동,분식,특이한,1
삼청동,분식,테라스,1
삼청동,분식,청와대,1
삼청동,분식,좁은,1
삼청동,분식,깔끔한,1
삼청동,동남아시아,설명,1
삼청동,동남아시아,분위기,1
삼청동,동남아시아,맛있는,1
삼청동,동남아시아,스테이크,1
삼청동,동남아시아,식사,1
삼청동,동남아시아,예약,1
삼청동,동남아시아,요리,1
삼청동,동남아시아,특별한,1
삼청동,동남아시아,코스,1
삼청동,동남아시아,친절한,1
가회동,한식,맛있는,36
가회동,한식,친절한,26
가회동,한식,반찬,11
가회동,한식,깔끔한,9
가회동,한식,고기,7
가회동,한식,정갈한,7
가회동,한식,가성비,5
가회동,한식,막걸리,2
가회동,한식,서비스,2
가회동,한식,백반,2
가회동,패스트푸드,맛있는,9
가회동,패스트푸드,친절한,4
가회동,패스트푸드,샐러드,3
가회동,패스트푸드,분위기,3
가회동,패스트푸드,피자,3
가회동,패스트푸드,도우,3
가회동,패스트푸드,예쁜,2
가회동,패스트푸드,신선한,2
가회동,패스트푸드,늦은,2
가회동,패스트푸드,웨이팅,1
가회동,카페,맛있는,45
가회동,카페,커피,20
가회동,카페,분위기,19
가회동,카페,친절한,17
가회동,카페,예쁜,16
가회동,카페,인테리어,7
가회동,카페,팥빙수,6
가회동,카페,스콘,6
가회동,카페,얼그레이,3
가회동,카페,한옥,2
가회동,중식,혼밥,1
가회동,중식,친절한,1
가회동,중식,재료,1
가회동,중식,신선한,1
가회동,중식,빠른,1
가회동,중식,맛있는,1
가회동,중식,넓은,1
가회동,중식,가성비,1
가회동,중식,매운,1
가회동,중식,모임,1
가회동,주점,테이블,2
가회동,주점,잔,2
가회동,주점,안주,2
가회동,주점,맛있는,2
가회동,주점,데이트,2
가회동,주점,위스키,1
가회동,주점,음악,1
가회동,주점,하이볼,1
가회동,주점,조명,1
가회동,주점,풍경,1
가회동,일식,맛있는,5
가회동,일식,친절한,3
가회동,일식,안심,2
가회동,일식,돈까스,2
가회동,일식,깔끔한,2
가회동,일식,웨이팅,2
가회동,일식,차분한,1
가회동,일식,분위기,1
가회동,일식,부드러운,1
가회동,일식,모밀,1
가회동,서양식,맛있는,9
가회동,서양식,친절한,7
가회동,서양식,가성비,3
가회동,서양식,분위기,3
가회동,서양식,특별한,2
가회동,서양식,점심,2
가회동,서양식,예약,2
가회동,서양식,설명,2
가회동,서양식,서비스,1
가회동,서양식,친구랑,1
가회동,분식,맛있는,3
가회동,분식,김밥,3
가회동,분식,라볶이,1
가회동,분식,간단하게 먹는,1
가회동,분식,가성비,1
가회동,분식,떡볶이,1
가회동,분식,평범한,1
가회동,분식,혼밥,1
가회동,분식,튀김,1
가회동,분식,정갈한,1
가회동,동남아시아,맛있는,3
가회동,동남아시아,볶음밥,2
가회동,동남아시아,커리,2
가회동,동남아시아,팟타이,2
가회동,동남아시아,가성비,1
가회동,동남아시아,환기 안되는,1
가회동,동남아시아,현지,1
가회동,동남아시아,저렴한,1
가회동,동남아시아,베트남,1
가회동,동남아시아,존맛,1
