행정동,업종,키워드,카운트
신촌동,한식,맛있는,170
신촌동,한식,친절한,84
신촌동,한식,고기,33
신촌동,한식,가성비,28
신촌동,한식,맛집,28
신촌동,한식,가성비 좋은,24
신촌동,한식,밥,21
신촌동,한식,깔끔한,19
신촌동,한식,삼겹살,16
신촌동,한식,반찬,15
신촌동,패스트푸드,맛있는,23
신촌동,패스트푸드,친절한,9
신촌동,패스트푸드,피자,7
신촌동,패스트푸드,치킨,6
신촌동,패스트푸드,가성비,5
신촌동,패스트푸드,가성비 좋은,5
신촌동,패스트푸드,감자튀김,5
신촌동,패스트푸드,깔끔한,4
신촌동,패스트푸드,넓은,4
신촌동,패스트푸드,포장,4
신촌동,카페,맛있는,120
신촌동,카페,친절한,53
신촌동,카페,커피,46
신촌동,카페,음료,28
신촌동,카페,분위기,22
신촌동,카페,넓은,19
신촌동,카페,가성비,18
신촌동,카페,공부하기 좋은,15
신촌동,카페,빵,14
신촌동,카페,라떼,13
신촌동,중식,맛있는,37
신촌동,중식,친절한,14
신촌동,중식,마라탕,12
신촌동,중식,꿔바로우,11
신촌동,중식,맛집,9
신촌동,중식,깔끔한,7
신촌동,중식,꼬치,7
신촌동,중식,국물,6
신촌동,중식,마라,6
신촌동,중식,짬뽕,6
신촌동,주점,맛있는,55
신촌동,주점,분위기,31
신촌동,주점,안주,28
신촌동,주점,친절한,28
신촌동,주점,술,18
신촌동,주점,다양한,11
신촌동,주점,분위기 좋은,10
신촌동,주점,추천,10
신촌동,주점,가성비,9
신촌동,주점,맥주,9
신촌동,일식,맛있는,45
신촌동,일식,친절한,15
신촌동,일식,맛집,10
신촌동,일식,깔끔한,9
신촌동,일식,가성비,8
신촌동,일식,돈까스,8
신촌동,일식,신선한,7
신촌동,일식,추천,7
신촌동,일식,우동,6
신촌동,일식,연어,6
신촌동,서양식,맛있는,38
신촌동,서양식,친절한,18
신촌동,서양식,파스타,13
신촌동,서양식,분위기,13
신촌동,서양식,가성비,12
신촌동,서양식,소스,12
신촌동,서양식,맛집,9
신촌동,서양식,돈까스,5
신촌동,서양식,고기,5
신촌동,서양식,가성비 좋은,5
신촌동,분식,맛있는,27
신촌동,분식,친절한,10
신촌동,분식,떡볶이,9
신촌동,분식,김밥,8
신촌동,분식,가성비,8
신촌동,분식,맛집,6
신촌동,분식,혼밥,5
신촌동,분식,가성비 좋은,5
신촌동,분식,튀김,5
신촌동,분식,떡,4
신촌동,동남아시아,맛있는,14
신촌동,동남아시아,쌀국수,8
신촌동,동남아시아,친절한,6
신촌동,동남아시아,국물,5
신촌동,동남아시아,세트,4
신촌동,동남아시아,가성비,3
신촌동,동남아시아,커리,3
신촌동,동남아시아,맛집,3
신촌동,동남아시아,인도,3
신촌동,동남아시아,비싼 가격,2
성수2가제3동,한식,맛있는,146
성수2가제3동,한식,친절한,80
성수2가제3동,한식,맛집,45
성수2가제3동,한식,고기,44
성수2가제3동,한식,점심,40
성수2가제3동,한식,맛있게 먹다,27
성수2가제3동,한식,가성비,26
성수2가제3동,한식,깨끗한,25
성수2가제3동,한식,김치,22
성수2가제3동,한식,가성비 좋은,17
성수2가제3동,패스트푸드,맛있는,19
성수2가제3동,패스트푸드,친절한,15
성수2가제3동,패스트푸드,햄버거,7
성수2가제3동,패스트푸드,버거,7
성수2가제3동,패스트푸드,피자,6
성수2가제3동,패스트푸드,치킨,5
성수2가제3동,패스트푸드,분위기,5
성수2가제3동,패스트푸드,깨끗한,4
성수2가제3동,패스트푸드,맛있는 피자,4
성수2가제3동,패스트푸드,맛있게 먹다,4
성수2가제3동,카페,맛있는,95
성수2가제3동,카페,커피,79
성수2가제3동,카페,친절한,65
성수2가제3동,카페,맛있는 커피,45
성수2가제3동,카페,음료,41
성수2가제3동,카페,라떼,38
성수2가제3동,카페,분위기,29
성수2가제3동,카페,디저트,25
성수2가제3동,카페,가성비,21
성수2가제3동,카페,맛집,19
성수2가제3동,중식,맛있는,24
성수2가제3동,중식,친절한,14
성수2가제3동,중식,탕수육,10
성수2가제3동,중식,짬뽕,10
성수2가제3동,중식,맛있게 먹다,7
성수2가제3동,중식,깨끗한,6
성수2가제3동,중식,짜장면,6
성수2가제3동,중식,고기,5
성수2가제3동,중식,중국집,4
성수2가제3동,중식,매운,4
성수2가제3동,주점,맛있는,27
성수2가제3동,주점,친절한,17
성수2가제3동,주점,분위기,17
성수2가제3동,주점,안주,12
성수2가제3동,주점,술,9
성수2가제3동,주점,다양한,7
성수2가제3동,주점,음악,6
