상가업소번호,가게명,키워드,index,갯수
1100,소금집델리 안국,그렇다,0.0,15
1100,소금집델리 안국,당근,0.0,21
1100,소금집델리 안국,대기,0.0,18
1100,소금집델리 안국,들어가다,0.0,23
1100,소금집델리 안국,마쥬,0.0,21
1100,소금집델리 안국,많다,0.0,16
1100,소금집델리 안국,맛 아니다,31.0,3
1100,소금집델리 안국,맛있는,0.0,180
1100,소금집델리 안국,맛있는 잠봉뵈르,54.0,9
1100,소금집델리 안국,바게트,0.0,18
1100,소금집델리 안국,버터,0.0,36
1100,소금집델리 안국,빵,0.0,16
1100,소금집델리 안국,사람,0.0,20
1100,소금집델리 안국,샌드위치,0.0,47
1100,소금집델리 안국,소금,0.0,30
1100,소금집델리 안국,웨이팅팅,0.0,39
1100,소금집델리 안국,유명하다,0.0,16
1100,소금집델리 안국,잠봉,0.0,50
1100,소금집델리 안국,잠봉뵈르,0.0,132
1100,소금집델리 안국,좋다,0.0,54
1100,소금집델리 안국,지다,0.0,18
1100,소금집델리 안국,짜다,0.0,38
1100,소금집델리 안국,짜지 않다,29.0,4
1100,소금집델리 안국,테이블,0.0,17
1100,소금집델리 안국,파스트라미,0.0,18
1100,소금집델리 안국,포장,0.0,55
1100,소금집델리 안국,프로,0.0,24
1100,소금집델리 안국,햄,0.0,23
1100,소금집델리안국점,가다 집별,4988.0,1
1100,소금집델리안국점,급,0.0,3
1100,소금집델리안국점,맛있는,0.0,3
1100,소금집델리안국점,맛있는 버터,9980.0,2
1100,소금집델리안국점,맛있는 버터 풍 미가 맛집,4992.0,1
1100,소금집델리안국점,맛집,0.0,3
1100,소금집델리안국점,맛집 가다,4993.0,1
1100,소금집델리안국점,미가,0.0,3
1100,소금집델리안국점,미치다,0.0,3
1100,소금집델리안국점,미치다 버터 만,4994.0,1
1100,소금집델리안국점,버터,0.0,6
1100,소금집델리안국점,버터 만,4995.0,1
1100,소금집델리안국점,버터 만 사가다,4996.0,1
1100,소금집델리안국점,사가다,0.0,3
1100,소금집델리안국점,사가다 오다,4997.0,1
1100,소금집델리안국점,싶다 싶다 정도,4998.0,1
1100,소금집델리안국점,없다 맛인데,4999.0,1
1100,소금집델리안국점,역대,0.0,3
1100,소금집델리안국점,역대 급,5000.0,1
1100,소금집델리안국점,역대 급 맛집,5001.0,1
1100,소금집델리안국점,오다 싶다,5002.0,1
1100,소금집델리안국점,잠봉뵈르,0.0,2
1100,소금집델리안국점,잠봉뵈르 역대 급 정도,5003.0,1
1100,소금집델리안국점,집별,0.0,3
1100,소금집델리안국점,집별 없다,5004.0,1
1100,소금집델리안국점,풍,0.0,3
1100,소금집델리안국점,풍 미가,5005.0,1
1100,소금집델리안국점,풍 미가 미치다,5006.0,1
1101,개성철렵 & 루프탑 나위,개성,0.0,7
1101,개성철렵 & 루프탑 나위,개성 식,3023.0,1
1101,개성철렵 & 루프탑 나위,개성 식 철렵국,3024.0,1
1101,개성철렵 & 루프탑 나위,개성 철렵국,3025.0,1
1101,개성철렵 & 루프탑 나위,개성 철렵국 미꾸라지,3026.0,1
1101,개성철렵 & 루프탑 나위,개성철렵 어죽 이라고,3027.0,1
1101,개성철렵 & 루프탑 나위,개운하다,0.0,3
1101,개성철렵 & 루프탑 나위,건저,0.0,3
1101,개성철렵 & 루프탑 나위,건저 소스,3029.0,1
1101,개성철렵 & 루프탑 나위,고기,0.0,3
1101,개성철렵 & 루프탑 나위,고기 채소,3030.0,1
1101,개성철렵 & 루프탑 나위,구비,0.0,3
1101,개성철렵 & 루프탑 나위,구비 되어다,3031.0,1
1101,개성철렵 & 루프탑 나위,국물,0.0,3
1101,개성철렵 & 루프탑 나위,국물 메밀면 사이,3032.0,1
1101,개성철렵 & 루프탑 나위,깊다,0.0,3
1101,개성철렵 & 루프탑 나위,깊다 좋다,3033.0,1
1101,개성철렵 & 루프탑 나위,깔끔한,0.0,3
1101,개성철렵 & 루프탑 나위,깔끔한 개운하다,3028.0,1
1101,개성철렵 & 루프탑 나위,깔끔한 맛 이에요,3034.0,1
1101,개성철렵 & 루프탑 나위,끓이다,0.0,6
1101,개성철렵 & 루프탑 나위,끓이다 먹다,3035.0,1
1101,개성철렵 & 루프탑 나위,끓이다 먹다 마지막,3036.0,1
1101,개성철렵 & 루프탑 나위,끓이다 죽 상태,3037.0,1
1101,개성철렵 & 루프탑 나위,단백,0.0,3
1101,개성철렵 & 루프탑 나위,독특하다,0.0,3
1101,개성철렵 & 루프탑 나위,독특하다 콩국 물의,3041.0,1
1101,개성철렵 & 루프탑 나위,되어다,0.0,3
1101,개성철렵 & 루프탑 나위,룸,0.0,3
1101,개성철렵 & 루프탑 나위,룸 구비 되어다,3042.0,1
1101,개성철렵 & 루프탑 나위,마지막,0.0,3
1101,개성철렵 & 루프탑 나위,마지막 밥,3043.0,1
1101,개성철렵 & 루프탑 나위,만족스럽다,0.0,3
1101,개성철렵 & 루프탑 나위,만족스럽다 식사,3044.0,1
1101,개성철렵 & 루프탑 나위,맛 깊다,3045.0,1
1101,개성철렵 & 루프탑 나위,맛 이에요,3046.0,1
1101,개성철렵 & 루프탑 나위,맛 좋다,3048.0,1
1101,개성철렵 & 루프탑 나위,맛있게 먹다,3050.0,1
1101,개성철렵 & 루프탑 나위,맛있는,0.0,17
1101,개성철렵 & 루프탑 나위,맛있는 고기,3049.0,1
1101,개성철렵 & 루프탑 나위,맛있는 단백 독특하다,3040.0,1
1101,개성철렵 & 루프탑 나위,맛있는 맛 이에요 추하,3047.0,1
1101,개성철렵 & 루프탑 나위,먼저,0.0,3
1101,개성철렵 & 루프탑 나위,메밀,0.0,3
1101,개성철렵 & 루프탑 나위,면,0.0,6
1101,개성철렵 & 루프탑 나위,모시,0.0,3
1101,개성철렵 & 루프탑 나위,물의,0.0,3
1101,개성철렵 & 루프탑 나위,미꾸라지,0.0,3
1101,개성철렵 & 루프탑 나위,밋있,0.0,3
1101,개성철렵 & 루프탑 나위,밥,0.0,6
1101,개성철렵 & 루프탑 나위,보단,0.0,3
1101,개성철렵 & 루프탑 나위,뿐,0.0,3
1101,개성철렵 & 루프탑 나위,사리,0.0,3
1101,개성철렵 & 루프탑 나위,사이,0.0,3
1101,개성철렵 & 루프탑 나위,상태,0.0,3
1101,개성철렵 & 루프탑 나위,생면,0.0,3
1101,개성철렵 & 루프탑 나위,설명,0.0,3
1101,개성철렵 & 루프탑 나위,소스,0.0,3
1101,개성철렵 & 루프탑 나위,손님,0.0,3
1101,개성철렵 & 루프탑 나위,수제비,0.0,3
1101,개성철렵 & 루프탑 나위,좋다,0.0,5
1101,개성철렵 & 루프탑 나위,죽,0.0,6
1101,개성철렵 & 루프탑 나위,철렵국,0.0,6
1101,개성철렵 & 루프탑 나위,친절한,0.0,4
1101,개성철렵 & 루프탑 나위,콩국수,0.0,16
1101,개성철렵 & 루프탑 나위,튀김,0.0,6
1102,고메오드,1,0.0,15
1102,고메오드,1 음료,1525.0,1
1102,고메오드,1 음료 강요,1526.0,1
1102,고메오드,1 음료 이드,1527.0,1
1102,고메오드,1메뉴,1523.0,1
1102,고메오드,1메뉴 취급,1524.0,1
1102,고메오드,1인 1 음료,1528.0,1
1102,고메오드,1인 1 음료 1인메뉴,1529.0,1
1102,고메오드,가게 분위기,1530.0,1
1102,고메오드,가격 비,1531.0,1
1102,고메오드,가격대가 살짝,1532.0,1
1102,고메오드,고르다,0.0,6
1102,고메오드,관자,0.0,6
1102,고메오드,돈,0.0,6
1102,고메오드,들이다,0.0,6
1102,고메오드,디,0.0,8
1102,고메오드,떨어지다,0.0,6
1102,고메오드,라 파스타,1517.0,2
1102,고메오드,맛있는,0.0,39
1102,고메오드,맛있는 음식,1519.0,2
1102,고메오드,매운,0.0,6
1102,고메오드,메,0.0,6
1102,고메오드,면,0.0,6
1102,고메오드,문어,0.0,6
1102,고메오드,분위기,0.0,29
1102,고메오드,분위기 좋다,1513.0,3
1102,고메오드,생면,0.0,6
1102,고메오드,서비스,0.0,6
1102,고메오드,소스,0.0,6
1102,고메오드,어울리다,0.0,6
1102,고메오드,예쁜,0.0,6
1102,고메오드,오다 좋다,1518.0,2
1102,고메오드,오드,0.0,6
1102,고메오드,와인,0.0,6
1102,고메오드,요리,0.0,9
1102,고메오드,유부초밥,0.0,8
1102,고메오드,음료,0.0,6
1102,고메오드,음악,0.0,6
1102,고메오드,인테리어,0.0,10
1102,고메오드,정말 좋다,1520.0,2
1102,고메오드,좋다,0.0,66
1102,고메오드,주문,0.0,8
1102,고메오드,직원,0.0,14
1102,고메오드,친절한,0.0,15
